
book_id,title,authors,average_ratings,description,language,isbn,genre,number_of_pages,publisher,publication_date,rating_counts,price_in_$,text-review_counts,category,sub_genre
18839.Orlando,Orlando,Virginia Woolf,3.86,"Virginia Woolf's Orlando 'The longest and most charming love letter in literature', playfully constructs the figure of Orlando as the fictional embodiment of Woolf's close friend and lover, Vita Sackville-West. Spanning three centuries, the novel opens as Orlando, a young nobleman in Elizabeth's England, awaits a visit from the Queen and traces his experience with first love as England under James I lies locked in the embrace of the Great Frost. At the midpoint of the novel, Orlando, now an ambassador in Constantinople, awakes to find that he is now a woman, and the novel indulges in farce and irony to consider the roles of women in the 18th and 19th centuries. As the novel ends in 1928, a year consonant with full suffrage for women. Orlando, now a wife and mother, stands poised at the brink of a future that holds new hope and promise for women.",English,9780141184272,Classics,272,Penguin Classics,2000-09-28,60798,1.6,2071,Men,"('Fiction', 'Historical Fiction', 'Fantasy', 'LGBT', 'Feminism', 'Queer', 'Novels', 'Literature', 'British Literature')"
17245.Dracula,Dracula,"Bram Stoker, Nina Auerbach (Editor), David J. Skal (Editor)",4.0,"You can find an alternative cover edition for this ISBN here and here.A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.Criticism collects seven theoretical interpretations of Dracula by Phyllis A. Roth, Carol A. Senf, Franco Moretti, Christopher Craft, Bram Dijkstra, Stephen D. Arata, and Talia Schaffer.A Chronology and a Selected Bibliography are included.",English,9780393970128,Classics,488,Norton,1986-05-12,938325,4.55,14944,Fiction,"('Horror', 'Fiction', 'Fantasy', 'Vampires', 'Gothic', 'Paranormal', 'Literature', 'Audiobook', 'Supernatural')"
12194.Lord_Jim,Lord Jim,Joseph Conrad,3.62,"Jim, a young British seaman, becomes first mate on the Patna, a ship full of pilgrims travelling to Mecca for the hajj. When the ship starts rapidly taking on water and disaster seems imminent, Jim joins his captain and other crew members in abandoning the ship and its passengers. A few days later, they are picked up by a British ship. However, the Patna and its passengers are later also saved, and the reprehensible actions of the crew are exposed. The other participants evade the judicial court of inquiry, leaving Jim to the court alone. He is publicly censured for this action and the novel follows his later attempts at coming to terms with his past. The novel is counted as one of 100 best books of the 20th century.Joseph Conrad (1857-1924), was a Polish author who wrote in English after settling in England. Conrad is regarded as one of the greatest novelists in English, though he did not speak the language fluently until he was in his twenties. He wrote stories and novels, often with a nautical setting, that depict trials of the human spirit in the midst of an indifferent world. He was a master prose stylist who brought a distinctly non-English tragic sensibility into English literature.Contents: Lord JimMemoirs & Letters:A Personal Record; or Some ReminiscencesThe Mirror of the SeaNotes on Life & LettersBiography & Critical Essays:Joseph Conrad (A Biography) by Hugh WalpoleJoseph Conrad by John Albert MacyA Conrad Miscellany by John Albert MacyJoseph Conrad by Virginia Woolf",English,9781551111728,Classics,455,Broadview Press Inc,2000-11-07,27174,3.97,838,Fiction,"('Fiction', 'Literature', 'Adventure', 'Novels', 'Historical Fiction', 'British Literature', 'Classic Literature', 'Literary Fiction', '20th Century')"
8253.Little_Town_on_the_Prairie,Little Town on the Prairie,"Laura Ingalls Wilder, Garth Williams (Illustrator)",4.18,"Laura is almost fifteen. The long winter is over. With spring comes socials, dances, and ""Literaries."" There is also work to be done. Laura spends many hours each day sewing shirts to help send Mary to a college for the blind. But, in the evenings, Laura makes time for a new caller, Almazo Wilder.",English,9780060885434,Classics,374,HarperTrophy,2007-01-01,81051,5.58,646,Juvenile Fiction,"('Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Family', 'Chapter Books')"
8852.Macbeth,Macbeth,William Shakespeare,3.9,"One night on the heath, the brave and respected general Macbeth encounters three witches who foretell that he will become king of Scotland. At first sceptical, he’s urged on by the ruthless, single-minded ambitions of Lady Macbeth, who suffers none of her husband’s doubt. But seeing the prophecy through to the bloody end leads them both spiralling into paranoia, tyranny, madness, and murder.This shocking tragedy - a violent caution to those seeking power for its own sake - is, to this day, one of Shakespeare’s most popular and influential masterpieces.",English,9780743477109,Classics,249,Simon Schuster,2013-07-01,673537,6.22,7791,Drama,"('Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Read For School', 'Theatre', 'High School', 'Poetry')"
33507.Twenty_Thousand_Leagues_Under_the_Sea,Twenty Thousand Leagues Under the Sea,"Jules Verne, Anthony Bonner (Translator)",3.89,"When an unidentified “monster” threatens international shipping, French oceanographer Pierre Aronnax and his unflappable assistant Conseil join an expedition organized by the US Navy to hunt down and destroy the menace. After months of fruitless searching, they finally grapple with their quarry, but Aronnax, Conseil, and the brash Canadian harpooner Ned Land are thrown overboard in the attack, only to find that the “monster” is actually a futuristic submarine, the Nautilus, commanded by a shadowy, mystical, preternaturally imposing man who calls himself Captain Nemo. Thus begins a journey of 20,000 leagues—nearly 50,000 miles—that will take Captain Nemo, his crew, and these three adventurers on a journey of discovery through undersea forests, coral graveyards, miles-deep trenches, and even the sunken ruins of Atlantis. Jules Verne’s novel of undersea exploration has been captivating readers ever since its first publication in 1870, and Frederick Paul Walter’s reader-friendly, scientifically meticulous translation of this visionary science fiction classic is complete and unabridged down to the smallest substantive detail.",English,9780760728505,Classics,394,Barnes & Noble,2002-04-01,198381,4.36,3087,Science fiction,"('Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'France', 'Literature', 'Steampunk', 'Novels', 'Science Fiction Fantasy')"
3008.A_Little_Princess,A Little Princess,"Frances Hodgson Burnett, Nancy Bond (Foreword)",4.2,"Sara Crewe, an exceptionally intelligent and imaginative student at Miss Minchin's Select Seminary for Young Ladies, is devastated when her adored, indulgent father dies. Now penniless and banished to a room in the attic, Sara is demeaned, abused, and forced to work as a servant. How this resourceful girl's fortunes change again is at the center of A Little Princess, one of the best-loved stories in all of children's literature. This unique and fully annotated edition appends excerpts from Frances Hodgson Burnett's original 1888 novella Sara Crewe and the stage play that preceded the novel, as well as an early story, ""Behind the White Brick,"" allowing readers to see how A Little Princess evolved. In his delightful introduction, U. C. Knoepflmacher considers the fairy-tale allusions and literary touchstones that place the book among the major works of Victorian literature, and shows it to be an exceptionally rich and resonant novel.",English,9780142437018,Classics,242,Penguin Books,2002-02-26,271682,2.87,4392,Fiction,"('Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Literature', 'Juvenile', 'Novels')"
9475.Midnight_for_Charlie_Bone,Midnight for Charlie Bone,Jenny Nimmo,3.82,"A magical fantasy that is fast-paced and easy-to-read. Charlie Bone has a special gift- he can hear people in photographs talking!The fabulous powers of the Red King were passed down through his descendants, after turning up quite unexpectedly, in someone who had no idea where they came from. This is what happened to Charlie Bone, and to some of the children he met behind the grim, gray walls of Bloor's Academy.His scheming aunts decide to send him to Bloor Academy, a school for geniuses where he uses his gifts to discover the truth despite all the dangers that lie ahead.",English,9780439474290,Fantasy,401,Orchard Books,2003-03-01,40272,7.72,1725,Juvenile Fiction,"('Young Adult', 'Childrens', 'Middle Grade', 'Fiction', 'Magic', 'Adventure', 'Mystery', 'Juvenile', 'Audiobook')"
7027.The_Siege,The Siege,Kathryn Lasky,4.1,"Tensions erupt in the owl kingdom when the forces of evil wage war against the protectors of good. Enraged by his clash with Soren and driven by an all-consuming desire for power, Kludd and his group, the Pure Ones, launch an attack upon the Great Ga'Hoole Tree. The noble owls who live there must fight fiercely to protect their resources and defend their honor. Meanwhile, Soren is called upon by the elders of the Great Tree to lead a mission back to the one place he thought he'd never see again-St. Aegolius Academy for Orphaned Owls. He and his crew will have to enter St. Aggie's as spies, then leave unnoticed once their work is done. If peace is to be restored, he must do it again.",English,9780439405607,Fantasy,203,"Scholastic, Inc.",2004-05-01,10018,1.77,196,Fantasy,"('Animals', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure', 'Animal Fiction', 'Juvenile', 'Birds')"
19298.The_Swords_of_Night_and_Day,The Swords of Night and Day,David Gemmell,4.32,"Even in death, Skilgannon the Damned's name lives on. Now, as an ancient evil threatens to flood the Drenai heartlands in a tide of blood, he returns...A thousand years after they fell in battle, two heroes - Druss and Skilgannon - are revered throughout the war-torn lands of the Dernai, where men and women live in abject fear of the dark sorceress known as the Eternal...But what if the soul of one such hero could be called back from the void, his bones housed again in flesh? An ancient prophecy foretold that Skilgannon would return in his people's darkest hour. To most, this was a foolish hope. But not so to Landis Kan. Having found Skilgannon's ancient tomb, he gathers up the bones and peforms the mystic ritual.But the reborn hero is an enigma: a young man whose warrior skills are blunted and whose memories are fragmented. This Skilgannon is a man out of time, Marooned in a world as strange to him as a dream, remote from all he knew and loved. Or nearly all. Before bringing back Skilgannon, Landis Kan had experimented upon other bone fragments found in the hero's tomb. That ritual resulted in a surly giant who possessed astounding strength but no memories. To Kan, he is a dangerous failure. To Skilgannon, this giant represents their last hope.As ageless evil threatens to drown the Drenai lands in blood, two legendary heroes will once again lead the way to freedom.",English,9780552146784,Fantasy,640,Corgi,2005-04-01,8071,3.19,93,Drenai (Imaginary place),"('Fiction', 'Epic Fantasy', 'Heroic Fantasy', 'High Fantasy', 'Adventure', 'Romance', 'War', 'Sword and Sorcery', 'Novels')"
16790.Smoke_and_Mirrors,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman (Goodreads Author),4.02,"In the deft hands of Neil Gaiman, magic is no mere illusion... and anything is possible. In this, Gaiman's first book of short stories, his imagination and supreme artistry transform a mundane world into a place of terrible wonders -- a place where an old woman can purchase the Holy Grail at a thrift store, where assassins advertise their services in the Yellow Pages under ""Pest Control,"" and where a frightened young boy must barter for his life with a mean-spirited troll living beneath a bridge by the railroad tracks. Explore a new reality -- obscured by smoke and darkness, yet brilliantly tangible -- in this extraordinary collection of short works by a master prestidigitator. It will dazzle your senses, touch your heart, and haunt your dreams.",English,9780380789023,Fantasy,365,Avon Books,2020-10-27,65782,4.89,1906,Fiction,"('Short Stories', 'Fiction', 'Horror', 'Anthologies', 'Urban Fantasy', 'Science Fiction', 'Science Fiction Fantasy', 'Poetry', 'Audiobook')"
2002.Harry_Potter_Schoolbooks_Box_Set,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.39,"There is an alternate cover edition for this ISBN13 here.Fans of Harry Potter will love the chance to really get inside the Hogwarts School of Witchcraft and Wizardry. Now, straight from the Hogwarts School Library, come two textbooks used by Harry and all his fellow wizards-in-training. Written by J. K. Rowling under two delightful pseudonyms, Quidditch Through the Ages and Fantastic Beasts & Where to Find Them come packaged in a fabulous box set.Did you know that in 1938 the wizard Zacharias Mumps set down the first full description of the game of Quidditch? Written by a renowned Quidditch expert (and ""the author of many Quidditch-related works""), Quidditch Through the Ages reveals everything readers need to know about the most important sport in the wizarding world. From the evolution of the flying broomstick and the rules for playing Quidditch to the changes in the sport since the 14th century (up until today) and details about all the Quidditch teams of Britain and Ireland, this book is a must-have for Quidditch fans old and new. Well researched and filled with diagrams, definitions, and more, Quidditch Through the Ages is what every wizard-in-training needs to be a pro. Fantastic Beasts & Where to Find Them offers a complete listing of all the fantastic beasts that exist in Harry Potter's world. From the Acromantula (""a monstrous eight-eyed spider capable of human speech"") to the Yeti (""also known as Bigfoot, the Abominable Snowman""), here's well-researched information on where they come from, what they look like, what they eat, and, most important, what to do if you ever meet one face-to-face. This indispensible textbook also includes insight into Muggle awareness of fantastic beasts, information on why Magizoology matters, and much more. Adding to the fun and authenticity, Fantastic Beasts & Where to Find Them features scribbled comments in the margins from Harry Potter, the previous owner of this book, as well as his friends Ron and Hermione.",English,9780439321624,Fantasy,240,Arthur A. Levine,2001-11-01,12800,4.66,139,"Animals, Mythical","('Fiction', 'Young Adult', 'Childrens', 'Magic', 'Science Fiction Fantasy', 'Novels', 'Middle Grade', 'British Literature', 'Wizards')"
35231.Lord_of_Chaos,Lord of Chaos,Robert Jordan,4.13,"In this sequel to the phenomenal New York Times bestseller The Fires of Heaven, we plunge again into Robert Jordan's extraordinarily rich, totally unforgettable world:On the slopes of Shayol Ghul, the Myrddraal swords are forged, and the sky is not the sky of this world ...In Salidar the White Tower in exile prepares an embassy to Caemlyn, where Rand Al'Thor, the Dragon Reborn, holds the throne -- and where an unexpected visitor may change the world ...In Emond's Field, Perrin Goldeneyes, Lord of the Two Rivers, feels the pull of ta'veren to ta'veren and prepares to march ...Morgase of Caemlyn finds a most unexpected, and quite unwelcome, ally ...And south lies Illian, where Sammael holds sway ...",English,9780812513752,Fantasy,1011,Tor Books,1995-11-15,129336,9.08,1962,Fiction,"('Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic', 'Adventure', 'Audiobook', 'Magic', 'Adult')"
28687.Shadowplay,Shadowplay,Tad Williams (Goodreads Author),3.9,"A year ago, the March Kingdoms were at peace, the Eddon family held the throne, and all was right in Southmarch Castle and the north of the world. Now the family has been shattered. King Olin Eddon is a prisoner in a faraway land. Olin's heir Kendrick is dead - slain by treachery and dark, bloody magic - and Kendric's younger brother and sister have barely escaped several attempts on their own lives. With their father and brother taken from them, the royal twins Barrick and Briony have done their best to hold the kingdom together, but now Barrick has been captured in a failed war against the immortal Twilight People and Briony has been forced to flee the castle. Everywhere in the north the fierce Twilight People, led by the ageless warrior-witch Yasammez, hold sway. Old magics are stirring beneath the ancient castle and behind the Shadowline, and the machinations of gods, fairies, and mortals threaten to spread devastation across the entire world. Meanwhile, the Autarch, the insane god-king of the southern continent, has set in motion his plan to bring the entire northern world - and most especially Southmarch Castle - under his way. Behind the Shadowline, Prince Barrick Eddon of Southmarch is lost and spellbound in the land of the fairies. Though he has barely begun to uncover the strange secrets of his own past, Barrick must also solve the mystery of his even stranger destiny - a destiny which will lead him to places no man has ever gone and force him to take on a burden even the greatest hero couldn't bear - preserving the lives of all humans and fairy-folk. As she flees Southmarch, Princess Briony finds both allies and deadly enemies in unexpected places far from the land of her birth. In her quest to survive and win back her family's throne she encounters spies and murderers, traveling players and ancient gods. During their desperate journeys the twins discover that even a land's rulers may know little of its true history, and that both families and nations can hide dark and terrible secrets. But even if Barrick and Briony survive learning the astonishing truths at the heart of their own family and of Southmarch itself, they must still find a way to do the impossible - they must reclaim their kingdom and rescue their home and people from a multitude of powerful enemies - from traitors, tyrants, a god-king, and even the angry gods themselves.",English,9780756403584,Fantasy,656,Daw Books,2007-03-06,7258,5.54,174,Fiction,"('Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Epic', 'Science Fiction', 'Speculative Fiction', 'Novels')"
34529.Lords_and_Ladies,Lords and Ladies,Terry Pratchett,4.16,"A Discworld Novel. It's a hot Midsummer Night. The crop circles are turning up everywhere-even on the mustard-and-cress of Pewseyy Ogg, aged four. And Magrat Garlick, witch, is going to be married in the morning...Everything ought to be going like a dream. But the Lancre All-Comers Morris Team have got drunk on a fairy mound and the elves have come back, bringing all those things traditionally associated with the magical, glittering realm of Faerie: cruelty, kidnapping, malice and evil, evil murder.* Granny Weatherwax and her tiny argumentative coven have really got their work cut out this time...With full supporting cast of dwarfs, wizards, trolls, Morris Dancers and one orang-utan. And lots. of hey-nonny-nonny and blood all over the place.*But with tons of style.",English,9780552153157,Fantasy,400,Corgi,2005-08-01,68026,2.73,814,Discworld (Imaginary place),"('Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Witches', 'Magic', 'Audiobook', 'High Fantasy', 'Comic Fantasy')"
14686.The_King_of_Elfland_s_Daughter,The King of Elfland's Daughter,"Lord Dunsany, Neil Gaiman (Goodreads Author) (Introduction)",3.84,"The poetic style and sweeping grandeur of The King of Elfland's Daughter has made it one of the most beloved fantasy novels of our time, a masterpiece that influenced some of the greatest contemporary fantasists. The heartbreaking story of a marriage between a mortal man and an elf princess is a masterful tapestry of the fairy tale following the ""happily ever after.""",English,9780345431912,Fantasy,240,Del Rey,1999-07-06,6051,6.51,427,Fiction,"('Classics', 'Fiction', 'Fairy Tales', 'High Fantasy', 'Science Fiction Fantasy', 'Literature', 'Romance', 'Novels', 'Epic Fantasy')"
15557.Jarka_Ruus,Jarka Ruus,Terry Brooks (Goodreads Author),3.97,"NEW YORK TIMES BESTSELLER • Expect no end of wonders and suspense, no shortage of adventure and enchantment, as Terry Brooks begins the next extraordinary quest in the magical world of Shannara. . . .Twenty years have passed since Grianne Ohmsford denounced her former life as the dreaded Ilse Witch. Fulfilling the destiny predicted for her, she has established the Third Druid Council and dedicated herself to its goals of peace, harmony among the races, and defense of the Four Lands. But despite her devotion to the greater good as Ard Rhys, the High Druid of Paranor, Grianne still has bitter enemies. Even her few allies—chief among them her trusted servant Tagwen—know of the plots against her. But they could never anticipate the sudden, ominous disappearance of the Ard Rhys, in the dead of night and without a trace. Now Tagwen joins Grianne’s brave young nephew, Pen Ohmsford, and the wise, powerful elf Ahren Elessedil on a desperate and dangerous mission of search and rescue—to deliver the High Druid of Shannara from an unspeakable fate.BONUS: This edition contains an excerpt from Terry Brooks's The Measure of the Magic.",English,9780345483898,Fantasy,416,Del Rey,2005-07-26,13495,3.17,138,Fiction,"('Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic', 'Epic', 'Science Fiction', 'Adult')"
7996.Redwall,Redwall,Brian Jacques,4.11,"A quest to recover a legendary lost weapon by bumbling young apprentice monk, mouse Matthias.

Redwall Abbey, tranquil home to a community of peace-loving mice, is threatened by Cluny the Scourge savage bilge rat warlord and his battle-hardened horde. But the Redwall mice and their loyal woodland friends combine their courage and strength.",English,9781862301382,Fantasy,352,Red Fox,2006-09-04,104549,3.71,2604,Animals,"('Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade', 'Classics', 'Science Fiction Fantasy', 'Audiobook')"
43919.Faerie_Tale,Faerie Tale,Raymond E. Feist,3.88,"Phil Hastings was a lucky man-he had money, a growing reputation as a screenwriter, a happy, loving family with three kids, and he'd just moved into the house of his dreams in rural of magic-and about to be altered irrevocably by a magic more real than any he dared imagine. For with the Magic came the Bad Thing, and the Faerie, and then the cool. . .and the resurrection of a primordial war with a forgotten people-a war that not only the Hastings but the whole human race could lose.""A contemporary novel of masterful horror replete with magic, fantasy, and more than a little stylish eroticism.""-- ""The Washington Post."" ""Feist writes skillfully and his imagination is prolific.""-- ""Rave Reviews."" """" ""Absorbing, though-provoking, and thoroughly magical. Feist's skillfully crafted prose illuminates many of the darker sides of fairy stories. . .Try it as a bedtime story. . .but only on nights when you can take some time getting to sleep.""-- ""The West Coast Review Of Books .""",English,9780586071397,Fantasy,490,Voyager,1989-11-15,9666,0.85,349,Fairy tales,"('Horror', 'Fiction', 'Urban Fantasy', 'Paranormal', 'Science Fiction Fantasy', 'Dark Fantasy', 'Fairies', 'Fae', 'Magic')"
27003.The_Eyre_Affair,The Eyre Affair,Jasper Fforde (Goodreads Author),3.88,"Great Britain circa 1985: time travel is routine, cloning is a reality (dodos are the resurrected pet of choice), and literature is taken very, very seriously. Baconians are trying to convince the world that Francis Bacon really wrote Shakespeare, there are riots between the Surrealists and Impressionists, and thousands of men are named John Milton, an homage to the real Milton and a very confusing situation for the police. Amidst all this, Acheron Hades, Third Most Wanted Man In the World, steals the original manuscript of Martin Chuzzlewit and kills a minor character, who then disappears from every volume of the novel ever printed! But that's just a prelude . . .Hades' real target is the beloved Jane Eyre, and it's not long before he plucks her from the pages of Bronte's novel. Enter Thursday Next. She's the Special Operative's renowned literary detective, and she drives a Porsche. With the help of her uncle Mycroft's Prose Portal, Thursday enters the novel to rescue Jane Eyre from this heinous act of literary homicide. It's tricky business, all these interlopers running about Thornfield, and deceptions run rampant as their paths cross with Jane, Rochester, and Miss Fairfax. Can Thursday save Jane Eyre and Bronte's masterpiece? And what of the Crimean War? Will it ever end? And what about those annoying black holes that pop up now and again, sucking things into time-space voids . . .Suspenseful and outlandish, absorbing and fun, The Eyre Affair is a caper unlike any other and an introduction to the imagination of a most distinctive writer and his singular fictional universe.",English,9780142001806,Fantasy,374,Penguin Books,2003-02-25,119366,3.37,8068,Fiction,"('Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Books About Books', 'Time Travel', 'Alternate History', 'Science Fiction Fantasy', 'Adult')"
45181.Five_Children_and_It,Five Children and It,E. Nesbit,3.87,"The five children find a cantankerous sand fairy, a psammead, in a gravel pit. Every day 'It' will grant each of them a wish that lasts until sunset, often with disastrous consequences.

Never out of print since 1902. The Introduction to this edition examines Nesbit's life and her reading, showing the change in childrens' literature from Victorian times.",English,9780140367355,Fantasy,237,Puffin,1996-12-01,23124,2.67,722,Juvenile Fiction,"('Classics', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Audiobook', 'British Literature', 'Magic')"
9539.The_Shadow_Rising,The Shadow Rising,Robert Jordan,4.23,"The seals of Shayol Ghul are weak now, and the Dark One reaches out. The Shadow is rising to cover humankind.In Tar Valon, Min sees portents of hideous doom. Will the White Tower itself be broken?In the Two Rivers, the Whitecloaks ride in pursuit of a man with golden eyes, and in pursuit of the Dragon Reborn.In Cantorin, among the Sea Folk, High Lady Suroth plans the return of the Seanchan armies to the mainland.In the Stone of Tear, the Lord Dragon considers his next move. It will be something no one expects, not the Black Ajah, not Tairen nobles, not Aes Sedai, not Egwene or Elayne or Nynaeve.Against the Shadow rising stands the Dragon Reborn.....",English,9780812513738,Fantasy,1007,Tom Doherty Tor Fantasy,1993-10-15,172424,5.15,2471,Fiction,"('Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic', 'Adventure', 'Audiobook', 'Magic', 'Adult')"
13836.Wild_Magic,Wild Magic,Tamora Pierce (Goodreads Author),4.29,"Young Daine's knack with horses gets her a job helping the royal horsemistress drive a herd of ponies to Tortall. Soon it becomes clear that Daine's talent, as much as she struggles to hide it, is downright magical. Horses and other animals not only obey, but listen to her words. Daine, though, will have to learn to trust humans before she can come to terms with her powers, her past, and herself.",English,9781416903437,Fantasy,362,Simon Pulse,2005-06-01,72556,5.26,1448,Juvenile Fiction,"('Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy', 'Dragons', 'Science Fiction Fantasy', 'Teen')"
7337.The_Tolkien_Reader,The Tolkien Reader,"J.R.R. Tolkien, Peter S. Beagle (Goodreads Author) (Introduction)",4.0,"An invitation to Tolkien's world. This rich treasury includes Tolkien's most beloved short fiction plus his essay on fantasy. Publisher's Note Tolkien's Magic Ring, by Peter S. Beagle The Homecoming of Beorhtnoth Beorhthelm's Son Tree and Leaf On Fairy-Stories Leaf by Niggle Farmer Giles of Ham The Adventures of Tom Bombadil The Adventures of Tom Bombadil Bombadil Goes Boating Errantry Princess Mee The Man in the Moon Stayed Up Too Late The Man in the Moon Came Down Too Soon The Stone Troll Perry-the-Winkle The Mewlips Oliphaunt Fastitocalon Cat Shadow-bride The Hoard The Sea-Bell The Last Ship",English,9780345345066,Fantasy,251,Del Rey,1986-11-12,4661,2.17,145,Fiction,"('Fiction', 'Short Stories', 'Poetry', 'Classics', 'Science Fiction Fantasy', 'Essays', 'Literature', 'Anthologies', 'Reference')"
31352.Songmaster,Songmaster,Orson Scott Card,3.74,"An SF classic from the author of Ender's Game.Kidnapped at an early age, the young singer Ansset has been raised in isolation at the mystical retreat called the Songhouse. His life has been filled with music, and having only songs for companions, he develops a voice that is unlike any heard before. Ansset's voice is both a blessing and a curse, for the young Songbird can reflect all the hopes and fears his auidence feels and, by magnifying their emotions, use his voice to heal--or to destroy. When it is discovered that his is the voice that the Emperor has waited decades for, Ansset is summoned to the Imperial Palace on Old Earth. Many fates rest in Ansset's hands, and his songs will soon be put to the test: either to salve the troubled conscience of a conqueror, or drive him, and the universe, into mad chaos.Songmaster is a haunting story of power and love--the tale of the man who would destroy everything he loves to preserve humanity's peace, and the boy who might just sing the world away.",English,9780312876623,Fantasy,352,Orb Books,2002-12-06,7113,5.25,286,Fiction,"('Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adult', 'Music', 'Novels', 'Audiobook', 'LGBT')"
18392.The_Lost_Years_of_Merlin,The Lost Years of Merlin,T.A. Barron (Goodreads Author),3.98,"When Merlin, suffering from a case of severe amnesia, discovers his strange powers, he becomes determined to discover his identity and flees to Fincayra where he fulfills his destiny, saving Fincayra from certain destruction and claiming his birthright and true name.",English,9780441010288,Fantasy,304,Ace,2002-07-02,18214,3.31,452,Fiction,"('Young Adult', 'Fiction', 'Arthurian', 'Magic', 'Adventure', 'Middle Grade', 'Mythology', 'Science Fiction Fantasy', 'Young Adult Fantasy')"
13831.Alanna,Alanna: The First Adventure,Tamora Pierce (Goodreads Author),4.24,"From now on I'm Alan of Trebond, the younger twin. I'll be a knight.And so young Alanna of Trebond begins the journey to knighthood. Though a girl, Alanna has always craved the adventure and daring allowed only for boys; her twin brother, Thom, yearns to learn the art of magic. So one day they decide to switch places: Thom heads for the convent to learn magic; Alanna, pretending to be a boy, is on her way to the castle of King Roald to begin her training as a page.  But the road to knighthood is not an easy one. As Alanna masters the skills necessary for battle, she must also learn to control her heart and to discern her enemies from her allies.Filled with swords and sorcery, adventure and intrigue, good and evil, Alanna's first adventure begins - one that will lead to the fulfillment of her dreams and the magical destiny that will make her a legend in her land.",English,9780689878558,Fantasy,274,Simon Pulse,2005-01-01,116168,3.39,3815,Juvenile Fiction,"('Young Adult', 'Fiction', 'Magic', 'Adventure', 'Young Adult Fantasy', 'High Fantasy', 'Middle Grade', 'Childrens', 'Teen')"
13993.Joust,Joust,Mercedes Lackey,4.02,"THE SECRET OF THE DRAGONSVetch was an Altan serf working the land which had once been his family's farm. Young and slight, Vetch would have died of overwork, exposure, and starvation if not for the anger which was his only real sustenance--anger that he had lost his home and family in a war of conquest waged by the dragon-riding Jousters of Tia. Tia had usurped nearly halt of Alta's lands and enslaved or killed many of Vetch's countrymen. Sometimes it seemed that his entire cruel fate revolved around dragons and the Jousters who rode them.But his fate changed forever the day he first saw a dragon.From its narrow, golden, large-eyed head, to its pointed emerald ears, to the magnificent blue wings, the dragon was a thing of multicolored, jeweled beauty, slim and supple and quite as large as the shed it perched on. Vetch, almost failed to notice the Jouster who stood beside him. ""I need a boy,"" the rider had said, and suddenly Vetch found himself lifted above the earth and transported by dragon-back to a different world.Vetch was to be trained as a dragon-boy, and he hardly believed his luck. The compound seemed like paradise: he could eat until he was full, and all he had to do was care for his Jouster's dragon, Kashet.It didn't take long for Vetch to realize that Kashet was special--for unlike other dragons, Kashet was gentle by nature and did not need the tranquilizing tala plant to make her tracttable. Vetch became determined to learn the secret of how Kashet had been tamed. For if Kashet could be tamed, perhaps Vetch could tame a dragon of his own. And if he could, then he might be able to escape and bring the secret of dragon-taming back to his homeland of Alta. And that secret, might prove to be the key to Alta's liberation....",English,9780756401535,Fantasy,448,DAW,2004-03-02,10858,3.05,263,Fiction,"('Dragons', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult', 'Adult', 'Epic Fantasy', 'Magic', 'Adventure')"
